what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.core,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.bugzilla.core,1361721126572
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.bugzilla.ui,1361721126587
started,bundle,org.eclipse.mylyn.commons.net,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.commons.net,1361721126587
started,bundle,org.eclipse.mylyn.commons.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.commons.ui,1361721126604
started,bundle,org.eclipse.mylyn.context.core,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.context.core,1361721126611
started,bundle,org.eclipse.mylyn.context.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.context.ui,1361721126615
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.monitor.ui,1361721126626
started,bundle,org.eclipse.mylyn.tasks.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.tasks.ui,1361721126638
started,bundle,org.eclipse.pde.ui,3.4.0.v20090202,org.eclipse.pde.ui,1361721126687
started,bundle,org.eclipse.team.core,3.4.2.r34x_20080115,org.eclipse.team.core,1361721126753
started,bundle,org.eclipse.team.cvs.core,3.3.101.r34x_20090115,org.eclipse.team.cvs.core,1361721126854
started,bundle,org.eclipse.team.cvs.ui,3.3.100.r34x_20090121,org.eclipse.team.cvs.ui,1361721126948
started,bundle,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui,1361721126970
started,bundle,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console,1361721126974
started,bundle,org.eclipse.ui.forms,3.3.103.v20081027_34x,org.eclipse.ui.forms,1361721126987
started,bundle,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.ide,1361721127033
started,bundle,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views,1361721127049
started,bundle,org.eclipse.ui.workbench,3.4.2.M20090127-1700,org.eclipse.ui.workbench,1361721127064
started,bundle,org.eclipse.update.core,3.2.202.R34x_v20081128,org.eclipse.update.core,1361721127115
started,bundle,org.eclipse.wst.common.project.facet.core,1.3.4.v200810151458,org.eclipse.wst.common.project.facet.core,1361721127180
started,bundle,com.powerflasher.fdt.core.dom,3.5.0.1094,com.powerflasher.fdt.core.dom,1361721127519
started,bundle,com.powerflasher.fdt.core.mxml,3.5.0.1094,com.powerflasher.fdt.core.mxml,1361721127584
started,bundle,com.powerflasher.fdt.ui.mxml,3.5.0.1094,com.powerflasher.fdt.ui.mxml,1361721127602
started,bundle,com.powerflasher.fdt.professional.ui,3.5.0.1094,com.powerflasher.fdt.professional.ui,1361721127633
started,bundle,com.powerflasher.fdt.ui,3.5.0.1094,com.powerflasher.fdt.ui,1361721127664
