what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.editors,1361534652315
started,bundle,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.resources,1361534652336
started,bundle,org.eclipse.ui.net,1.0.0.I20080605,org.eclipse.ui.net,1361534652366
started,bundle,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.workbench.texteditor,1361534652408
started,bundle,org.eclipse.update.configurator,3.2.201.R34x_v20080819,org.eclipse.update.configurator,1361534652433
started,bundle,org.eclipse.update.scheduler,3.2.100.v20080404,org.eclipse.update.scheduler,1361534652445
started,bundle,org.eclipse.epp.usagedata.gathering,1.0.1.R200809220400,org.eclipse.epp.usagedata.gathering,1361534652488
started,bundle,org.eclipse.epp.usagedata.recording,1.0.1.R200809220400,org.eclipse.epp.usagedata.recording,1361534652512
started,bundle,org.eclipse.jdt.core.manipulation,1.2.0.v20080603-2000,org.eclipse.jdt.core.manipulation,1361534652537
started,bundle,org.eclipse.jem.util,2.0.100.v200805140020,org.eclipse.jem.util,1361534652586
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.201.v200807240600,org.eclipse.jst.j2ee.webservice,1361534652642
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.1.v200807241900,org.eclipse.wst.jsdt.manipulation,1361534652698
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.2.v200809031518,org.eclipse.wst.ws.service.policy.ui,1361534652756
started,bundle,com.powerflasher.fdt.core,3.5.0.1094,com.powerflasher.fdt.core,1361534652789
started,bundle,com.powerflasher.fdt.core.dom,3.5.0.1094,com.powerflasher.fdt.core.dom,1361534652790
started,bundle,com.powerflasher.fdt.core.mxml,3.5.0.1094,com.powerflasher.fdt.core.mxml,1361534652790
started,bundle,com.powerflasher.fdt.professional.ui,3.5.0.1094,com.powerflasher.fdt.professional.ui,1361534652790
started,bundle,com.powerflasher.fdt.ui.launch,3.5.0.1094,com.powerflasher.fdt.ui.launch,1361534652794
started,bundle,com.powerflasher.fdt.ui.mxml,3.5.0.1094,com.powerflasher.fdt.ui.mxml,1361534652795
started,bundle,org.eclipse.core.expressions,3.4.1.r342_v20081203-0800,org.eclipse.core.expressions,1361534652809
started,bundle,org.eclipse.core.jobs,3.4.1.R34x_v20081128,org.eclipse.core.jobs,1361534652818
started,bundle,org.eclipse.core.resources,3.4.2.R34x_v20090126,org.eclipse.core.resources,1361534652826
started,bundle,org.eclipse.debug.core,3.4.1.v20090106_r342,org.eclipse.debug.core,1361534652833
started,bundle,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui,1361534652868
started,bundle,org.eclipse.emf.common,2.4.0.v200902171115,org.eclipse.emf.common,1361534652868
